0.000000	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	0.020003	
0.020000	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	0.040021	
0.040000	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	0.060072	
0.060000	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	0.080171	
0.080000	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	0.100335	
0.100000	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	0.120579	
0.120000	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	0.140922	
0.140000	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	0.161379	
0.160000	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	0.181970	
0.180000	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	0.202710	
0.200000	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	0.223619	
0.220000	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	0.244717	
0.240000	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	
0.260000	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	0.287554	
